50	 	5.4814	 	9.42818
70	 	6.22304	 	8.64985
90	 	6.91297	 	11.8394
110	 	10.8366	 	26.5595
130	 	9.54799	 	18.765
150	 	8.64115	 	15.8571
170	 	10.3737	 	21.0891
190	 	11.6289	 	28.9707
210	 	13.1212	 	18.1049
